,Unnamed: 0,Unnamed: 0.1,id,question,desired_answer,student_answer,score_me,score_other,score_avg,t5_score_sowe,t5_score_mowe,t5_small_score_sowe,t5_small_score_mowe,t5_base_score_mowe
352,352,352,2.5,How many constructors can be created for a class?,Unlimited number.,as many as the user decides to use.,5.0,5.0,5.0,0.5982975363731384,0.5982974767684937,0.5497180223464966,0.5497179627418518,0.5007480382919312
353,353,353,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function definition does not require any additional information that needs to be passed inside its parenthesis  to execute. While a definition prototype requires more than one parameters to be passed in order to complete its  task.,5.0,3.0,4.0,0.6970193386077881,0.6970193386077881,0.6590703725814819,0.6590703129768372,0.6274610161781311
354,354,354,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","The FUNCTION PROTOTYPE is where the programmer declares that he/she is using a function other than main( ). This is like declaring a variable, the programmer knows that he/she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the #includes and before main( ). The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main( ) and any other functions. A function is its own entity and should be thought of as such.",1.0,4.0,2.5,0.7534885406494141,0.7534884810447693,0.7681043744087219,0.7681043148040771,0.7403698563575745
355,355,355,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype tells the compiler the function name, return type and the number and type of parameters without revealing the implementations contained in the function definition.",5.0,5.0,5.0,0.7563341856002808,0.7563341856002808,0.7817386984825134,0.7817387580871582,0.7164591550827026
356,356,356,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",Function prototype is a declaration.  Function definitions (w/multiple parameters) often require more than one piece of information. to perform their tasks.,3.0,3.0,3.0,0.8181436061859131,0.8181436061859131,0.7426345944404602,0.7426345944404602,0.7214094400405884
357,357,357,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype is a declaration of a function that tells the compiler the function's name, its return type and the types of its parameters.",5.0,5.0,5.0,0.7808768153190613,0.7808769345283508,0.8063995838165283,0.8063995242118835,0.7699219584465027
358,358,358,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A prototype shows only return types and necessary parameters. The definition includes names for those parameters and defines what the object is actually capable of doing.,5.0,4.0,4.5,0.7967714667320251,0.7967714667320251,0.7616859078407288,0.7616859078407288,0.7465634942054749
359,359,359,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",prototype only tells the user what data types go into a function and what type is returned.,5.0,4.0,4.5,0.7187476754188538,0.7187476754188538,0.6401392817497253,0.6401392221450806,0.5899922251701355
360,360,360,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",Function prototype is located in the .h file and only contains the access function name and paramater type.  Function definition contains the code for the function to perform its activity.,4.0,5.0,4.5,0.7536431550979614,0.7536431550979614,0.7577303647994995,0.7577303051948547,0.7192330360412598
361,361,361,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a function prototype is used to reference the compiler to a function that will be defined later on, a function definition is the actual function itself, complete with return type, parameters, etc...",4.0,4.0,4.0,0.8488061428070068,0.8488061428070068,0.7821279168128967,0.7821278572082521,0.737305760383606
362,362,362,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function prototype describes a class's public interface without revealing the class's member function implementations,5.0,4.0,4.5,0.6924567222595215,0.6924567222595215,0.6287072896957397,0.6287072896957397,0.640214204788208
363,363,363,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function definitions are just that, the definition. The prototype is what the compiler uses to check that calls to function are correct.",1.0,3.0,2.0,0.768690824508667,0.768690824508667,0.7445954680442809,0.7445954680442809,0.6848975419998169
364,364,364,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",a prototype does not include any actual code where the function has all the code that is executed in the program.,3.0,3.0,3.0,0.6960068941116333,0.6960068941116333,0.5835472345352173,0.5835471749305725,0.5497561097145081
365,365,365,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",a prototype declares what will be used in the program and the definition,3.0,3.0,3.0,0.5061665773391724,0.5061666369438171,0.4178977608680725,0.4178977906703949,0.395709753036499
366,366,366,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype lays out the name, return type, and the number and types of parameters the function expects to receive in a certain order.  The details for function prototypes are in the function definition.",5.0,5.0,5.0,0.8220179677009583,0.8220179080963135,0.8565758466720581,0.8565757870674133,0.7834107279777527
367,367,367,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function definition is the code that defines the function placed in the {} brackets that determines that function's operation.  A function prototype shows the function's public interface without exposing implementation.  It shows name, return type and type of paramaters.",5.0,5.0,5.0,0.8500463962554932,0.8500463366508484,0.8486173152923584,0.8486172556877136,0.8114425539970398
368,368,368,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype is just a declaration of the function existing, and cant be used as an actual function. A function has to be created with a definition within to tell the compiler what the function does.",3.0,4.0,3.5,0.749257504940033,0.7492574453353882,0.7277143001556396,0.7277143597602844,0.7192023992538452
369,369,369,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",the Prototype creates a framework to call the function definition. While a function definition is where the function is actually programmed out and created into a final product.,5.0,4.0,4.5,0.7246735692024231,0.7246735692024231,0.6707469820976257,0.670746922492981,0.6310418248176575
370,370,370,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function prototype describes the class's public interface without providing how the function works. A function definition contains the inner workings of the function.,5.0,4.0,4.5,0.8107504844665527,0.8107505440711975,0.750879168510437,0.7508792281150818,0.7402995824813843
371,371,371,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","prototype states all functions in that class before compilation, where the definition actually holds the source for the functions",3.0,4.0,3.5,0.676785409450531,0.6767853498458862,0.6178053617477417,0.6178053617477417,0.5825208425521851
372,372,372,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function prototypes tell the compiler the function names, its return type, and the types of its parameters where as, function definitions actually implement the member functions.",5.0,5.0,5.0,0.7809526920318604,0.7809526920318604,0.7678797245025635,0.7678797841072083,0.7477594017982483
373,373,373,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function prototype just specifies parameters.  A function definition includes parameters and a code body.,4.0,4.0,4.0,0.8193618655204773,0.8193618655204773,0.8011161684989929,0.8011161684989929,0.752640426158905
374,374,374,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",Function prototypes describe the class's public interface,5.0,4.0,4.5,0.6388397216796875,0.6388396620750427,0.5757538676261902,0.5757538676261902,0.5634185075759888
375,375,375,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A prototype only declares name, return type, and input type. A definition also defines the scope, variables, process, and return function ",4.0,5.0,4.5,0.8289012312889099,0.8289011120796204,0.8976988196372986,0.8976989388465881,0.8661489486694336
376,376,376,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a function prototype simply declares the functions parameters, the function definition includes any necessary variables and the function's actual code",4.0,4.0,4.0,0.6730586886405945,0.6730586886405945,0.7291766405105591,0.7291766405105591,0.6321094036102295
377,377,377,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A functgion prototype is a declaration of a function , while function definition specifies what a function does",3.0,4.0,3.5,0.5763326287269592,0.5763326287269592,0.639747679233551,0.6397477388381958,0.625524640083313
378,378,378,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","in a function prototype you include the return type, the name of the function, and its parameters if any are needed.  in a function definition you write the code of what the function will do. ",5.0,5.0,5.0,0.7804242968559265,0.7804243564605713,0.8686622381210327,0.8686621189117432,0.830424964427948
379,379,379,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function definition contains all the code for a function to work. A function prototype just shows the output, input and function name.",5.0,4.0,4.5,0.7987551689147949,0.7987551689147949,0.8120788931846619,0.8120788931846619,0.8012392520904541
380,380,380,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","function prototype describe the class's public interface without revealing   the class's member function implementations,  function definitions show what   implementations are being done",5.0,4.0,4.5,0.7528419494628906,0.7528418898582458,0.681459903717041,0.6814598441123962,0.6601693034172058
381,381,381,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",5.0,5.0,5.0,0.8627373576164246,0.8627374172210693,0.8704736828804016,0.8704735636711121,0.8318864107131958
382,382,382,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",function prototype describes a classes interface without reviling whatever is inside as for the function definition can't do that.,5.0,4.0,4.5,0.6864985227584839,0.6864984631538391,0.6075500845909119,0.6075501441955566,0.5869318842887878
383,383,383,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the role of a header file list all the functions a class can do while hiding the inner workings of its functions,5.0,4.0,4.5,0.6617738008499146,0.6617738604545593,0.6908454298973083,0.6908453702926636,0.6063774228096008
384,384,384,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",The main role of header file is it is used to share information among various files.,3.0,3.0,3.0,0.7707528471946716,0.7707529067993164,0.6981674432754517,0.6981675028800964,0.6473013162612915
385,385,385,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere.,4.0,3.0,3.5,0.7668821811676025,0.7668821811676025,0.7272922396659851,0.7272922396659851,0.6767042875289917
386,386,386,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",No,0.0,0.0,0.0,0.35487571358680725,0.35487571358680725,0.23449331521987915,0.23449331521987915,0.23829898238182068
387,387,387,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",4.0,3.0,3.5,0.7828793525695801,0.7828794121742249,0.6999946236610413,0.6999946236610413,0.6406882405281067
388,388,388,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","To provide information about the contents of a library. It includes the definition of classes, declarations of functions, data types, and constants.",5.0,4.0,4.5,0.85898756980896,0.8589875102043152,0.8178489804267883,0.8178489208221436,0.761647641658783
389,389,389,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the header file shows the user what types go into and come out of a function but does not allow a user to manipulate the actual code for the function.,5.0,4.0,4.5,0.7730218172073364,0.7730218172073364,0.7393869161605835,0.7393869161605835,0.6528845429420471
390,390,390,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header files declares the class member functions.,3.0,4.0,3.5,0.8364828824996948,0.8364828824996948,0.7730128169059753,0.7730126976966858,0.7248643636703491
391,391,391,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",A header file allows for the separation of declaration and implementation into separate files.,5.0,3.0,4.0,0.7342911362648009,0.7342911362648009,0.7315842509269714,0.7315842509269714,0.6384069323539734
392,392,392,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the header file has access to the C++ Standard Library and makes certain classes like class string work.,0.0,3.0,1.5,0.7955858707427979,0.7955858707427979,0.7397733926773071,0.7397733330726624,0.6942062377929688
393,393,393,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",“Instruct” the compiler on how to interface with library and user-written components.,2.0,3.0,2.5,0.7792578935623169,0.7792578935623169,0.7682226896286011,0.7682227492332458,0.6919747591018677
394,394,394,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",create a comon area to contain reusable functions.,3.0,3.0,3.0,0.7477866411209106,0.7477865219116211,0.7220876216888428,0.7220876812934875,0.6399530172348022
395,395,395,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",to declare the functions being used in the classes,3.0,3.0,3.0,0.5864537358283997,0.5864536762237549,0.6337604522705078,0.6337605118751526,0.5601933002471924
396,396,396,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","#include ""hat.h""  allows the use of the hat container, so called from the act of pulling names from a hat.  The header file for hat includes functions for storage and retrieval of it's contents, mainly put(), peek(), and pull().",0.0,3.0,1.5,0.7375056743621826,0.7375057339668274,0.7180063128471375,0.7180063128471375,0.6400667428970337
397,397,397,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hold reusable content or modules separate from the actual  source-code file that can be easily referenced and employed for different programs.,5.0,3.0,4.0,0.7529044151306152,0.7529044151306152,0.7602351903915405,0.7602352499961853,0.68891841173172
398,398,398,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",a header file is a file used to store a list of prototye functions and data members.,5.0,5.0,5.0,0.7416021823883057,0.7416021823883057,0.7518114447593689,0.7518114447593689,0.7170509099960327
399,399,399,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file is a cross communication method between source files, to help limit the size of each individual program. Without header files a program will be 1 large lump of code and thus fairly hard to debug and traverse.",3.0,4.0,3.5,0.7535396218299866,0.7535396814346313,0.7229503393173218,0.722950279712677,0.6641618013381958
400,400,400,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",It contains reusable source code for use by other classes.,3.0,3.0,3.0,0.7884507179260254,0.7884506583213806,0.7402130365371704,0.7402130365371704,0.6800738573074341
401,401,401,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","to separate the source code from the main function, allows the methods/classes to be included in the program without direct coding. allows re usability.",4.0,3.0,3.5,0.789536714553833,0.789536714553833,0.7703767418861389,0.7703766822814941,0.692801833152771
402,402,402,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header files have reusable source code in a file that a programer can use.,3.0,2.0,2.5,0.7847239971160889,0.7847239971160889,0.7439331412315369,0.7439330220222473,0.682080864906311
403,403,403,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hide the definition and details of a class.  Also to help readability of the main C++ file.,4.0,3.0,3.5,0.8021327257156372,0.8021326661109924,0.7913081049919128,0.7913081049919128,0.7233433127403259
404,404,404,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To allow the compiler to recognize the classes when used elsewhere.,3.0,4.0,3.5,0.7508251667022705,0.7508251070976257,0.7366113066673279,0.7366113662719727,0.6695895791053772
405,405,405,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file declares a class, its data, and functions available through that class.",5.0,3.0,4.0,0.8626725673675537,0.8626726865768433,0.7630677223205566,0.7630677223205566,0.7596412301063538
406,406,406,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",header files contain code which can be used in multiple files,3.0,3.0,3.0,0.6591115593910217,0.6591115593910217,0.6099092960357666,0.6099092960357666,0.5541315078735352
407,407,407,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Allow compiler to recognize the classes when used elsewhere,3.0,3.0,3.0,0.5519371032714844,0.5519371032714844,0.6042667031288147,0.6042666435241699,0.5477513074874878
408,408,408,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Allow compiler to recognize the classes when used elsewhere,3.0,4.0,3.5,0.5519371032714844,0.5519371032714844,0.6042667031288147,0.6042666435241699,0.5477513074874878
409,409,409,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To promote function reusuablitly,3.0,3.0,3.0,0.460442990064621,0.460442990064621,0.5035659074783325,0.5035659074783325,0.4677557945251465
410,410,410,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",class definitions are placed here,3.0,3.0,3.0,0.523431658744812,0.5234315395355225,0.5529170036315918,0.5529170036315918,0.48033884167671204
411,411,411,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",A header file usually contains class and/or function prototypes.,4.0,5.0,4.5,0.7668671607971191,0.7668672800064087,0.7615106105804443,0.7615104913711548,0.728359043598175
412,412,412,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",contains all the standard C++ library's i.e. string,0.0,2.0,1.0,0.7246252298355103,0.7246252298355103,0.6444278359413147,0.6444278359413147,0.6294882297515869
413,413,413,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"It includes the name of the program, the type of parameters it can take. It should also include a brief description of what the function does.",4.0,5.0,4.5,0.713326632976532,0.7133266925811768,0.7607156038284302,0.760715663433075,0.6662806272506714
414,414,414,3.1,What does a function signature include?,The name of the function and the types of the parameters.,it includes the specific information about the function such as input and output variable types and how many of each.,1.0,5.0,3.0,0.6614333987236023,0.6614333987236023,0.7209381461143494,0.7209381461143494,0.6023014187812805
415,415,415,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function signature includes the name of the function and the types of its arguments.,5.0,5.0,5.0,0.8964143991470337,0.8964143991470337,0.8858929872512817,0.8858931064605713,0.8552614450454712
416,416,416,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature consists of the function prototype.  This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information.",4.0,5.0,4.5,0.6006676554679871,0.6006676554679871,0.7056289911270142,0.7056289911270142,0.606023371219635
417,417,417,3.1,What does a function signature include?,The name of the function and the types of the parameters.,It includes the name of the function and the types of its arguments.,5.0,5.0,5.0,0.833749532699585,0.8337494730949402,0.8503757119178772,0.850375771522522,0.80595862865448
418,418,418,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"Name, paramaters, scope, and other general function information",4.0,5.0,4.5,0.5945252776145935,0.5945252776145935,0.6452311277389526,0.6452312469482422,0.5533894896507263
419,419,419,3.1,What does a function signature include?,The name of the function and the types of the parameters.,It includes a function name and parameter list. Does not include return type. Function signatures must be different.,5.0,5.0,5.0,0.6977245211601257,0.6977245211601257,0.8002112507820129,0.8002113103866577,0.7338626980781555
420,420,420,3.1,What does a function signature include?,The name of the function and the types of the parameters.,input parameters and return type,1.0,5.0,3.0,0.5249779224395752,0.5249780416488647,0.6447691321372986,0.6447691321372986,0.6256430149078369
421,421,421,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The portion of the function prototyp tha has the function name and the arguments but NOT the return type.,5.0,5.0,5.0,0.7919344902038574,0.7919344902038574,0.7882124781608582,0.7882124781608582,0.7573619484901428
422,422,422,3.1,What does a function signature include?,The name of the function and the types of the parameters.,Name of the function and the types of it's arguments,5.0,5.0,5.0,0.6899430751800537,0.6899430155754089,0.7278292775154114,0.7278293371200562,0.6887683868408203
423,423,423,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The name of the function and the types of its arguments.,5.0,5.0,5.0,0.9451704621315002,0.9451705813407898,0.9480037689208984,0.9480038285255432,0.9280475974082947
424,424,424,3.1,What does a function signature include?,The name of the function and the types of the parameters.,Includes the name of the function and the types of its arguments.,5.0,5.0,5.0,0.8293464183807373,0.8293464183807373,0.8471730351448059,0.8471730351448059,0.8007445335388184
425,425,425,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"identification of a function and the data types of its parameters, it has the name, and the data type variables ",5.0,5.0,5.0,0.6950177550315857,0.6950177550315857,0.7587960958480835,0.7587962150573729,0.6435218453407288
426,426,426,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"a return type, and input parameters",1.0,5.0,3.0,0.6424337029457092,0.6424337029457092,0.7272790670394897,0.7272792458534241,0.6738837957382202
427,427,427,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function signature includes the method name and the input types.,5.0,5.0,5.0,0.8636948466300964,0.8636948466300964,0.8679838776588441,0.8679838776588441,0.8202062249183655
428,428,428,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes the name of the function and types of arguments, but not the return type.  ",5.0,5.0,5.0,0.7628533840179443,0.7628533840179443,0.8369563221931458,0.8369565606117249,0.8029916286468506
429,429,429,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The signature can include a result type and thrown errors.,1.0,3.0,2.0,0.7969583868980408,0.796958327293396,0.7927367687225342,0.7927368283271791,0.7521042227745056
430,430,430,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"function name, and input paramaters",5.0,5.0,5.0,0.5838224291801453,0.5838223099708557,0.7533499002456665,0.7533499002456665,0.6836620569229126
431,431,431,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"The name of the function and the types of its arguments. This includes the number, type, and order the parameters appear in.",5.0,5.0,5.0,0.7990034222602844,0.7990035414695741,0.8609821200370789,0.8609821796417236,0.775420069694519
432,432,432,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the types of its arguments,5.0,5.0,5.0,0.5828017592430115,0.5828017592430115,0.7194139361381531,0.7194139957427979,0.6571760177612305
433,433,433,3.1,What does a function signature include?,The name of the function and the types of the parameters.,A function signature includes the name of the function and the types of its arguments,5.0,5.0,5.0,0.6667505502700806,0.6667504906654358,0.7353501319885254,0.7353502511978149,0.6809749603271484
434,434,434,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes a function's return type, parameters and semi-colon.",1.0,5.0,3.0,0.7164014577865601,0.7164014577865601,0.7126294374465942,0.7126294374465942,0.7215492725372314
435,435,435,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the types of its arguments,5.0,5.0,5.0,0.5828017592430115,0.5828017592430115,0.7194139361381531,0.7194139957427979,0.6571760177612305
436,436,436,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the function's name and parameters,5.0,5.0,5.0,0.6373063921928406,0.6373064517974854,0.6559670567512512,0.6559671759605408,0.6597336530685425
437,437,437,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The name of the function and the types of its arguments.,5.0,5.0,5.0,0.9451704621315002,0.9451705813407898,0.9480037689208984,0.9480038285255432,0.9280475974082947
438,438,438,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The portion of a function prototype that includes the name of the function and the types of its arguments,5.0,5.0,5.0,0.6892061233520508,0.6892061829566956,0.7032552361488342,0.703255295753479,0.6784917712211609
439,439,439,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and its parameters,5.0,5.0,5.0,0.4523138999938965,0.4523138999938965,0.7420295476913452,0.74202960729599,0.648777186870575
440,440,440,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function name and parameters,5.0,5.0,5.0,0.7659894824028015,0.7659895420074463,0.863406777381897,0.8634068369865417,0.8057181239128113
441,441,441,3.1,What does a function signature include?,The name of the function and the types of the parameters.,name of function and types of arguments,5.0,5.0,5.0,0.5828017592430115,0.5828017592430115,0.7194139361381531,0.7194139957427979,0.6571760177612305
442,442,442,3.1,What does a function signature include?,The name of the function and the types of the parameters.,a function's return type and parameter list,1.0,5.0,3.0,0.6664848327636719,0.6664848327636719,0.5906174182891846,0.5906174778938293,0.6869933009147644
443,443,443,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",5.0,5.0,5.0,0.6864005327224731,0.6864005923271179,0.776316225528717,0.7763163447380066,0.7364684343338013
444,444,444,3.2,What is the scope of global variables?,File scope.,Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.,5.0,5.0,5.0,0.516376793384552,0.5163768529891968,0.5065468549728394,0.5065468549728394,0.39630958437919617
445,445,445,3.2,What is the scope of global variables?,File scope.,they can be accessed by any C++ file anywhere.,0.0,5.0,2.5,0.6130375862121582,0.6130375862121582,0.6221599578857422,0.6221598982810974,0.5190799236297607
446,446,446,3.2,What is the scope of global variables?,File scope.,Global variables have file scope.,5.0,5.0,5.0,0.7917687892913818,0.7917686700820923,0.7960739135742188,0.7960739731788635,0.7815991044044495
447,447,447,3.2,What is the scope of global variables?,File scope.,The scope of global variables are created by placing variable declarations outside any class or function definition.  Global variables retain their values throughout the execution of the program and they can be referenced by any function that follows their declarations or definitions in the source file.,0.0,5.0,2.5,0.4805906713008881,0.4805907011032105,0.454880565404892,0.454880565404892,0.34303247928619385
448,448,448,3.2,What is the scope of global variables?,File scope.,A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.,5.0,5.0,5.0,0.6120415329933167,0.6120416522026062,0.5852625370025635,0.5852624773979187,0.47071573138237
449,449,449,3.2,What is the scope of global variables?,File scope.,Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included,3.0,5.0,4.0,0.4941478967666626,0.4941478967666626,0.4366793930530548,0.4366793930530548,0.35735613107681274
450,450,450,3.2,What is the scope of global variables?,File scope.,They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.,5.0,5.0,5.0,0.5356131792068481,0.5356130599975586,0.5622897744178772,0.5622897148132324,0.4068613052368164
451,451,451,3.2,What is the scope of global variables?,File scope.,can be accesed by any classes that have and object of that variables class in it,1.0,5.0,3.0,0.43538644909858704,0.4353865087032318,0.35764721035957336,0.35764718055725103,0.2794584631919861
452,452,452,3.2,What is the scope of global variables?,File scope.,Global variables have file-scope.  The variable is know to all functions throught the file,5.0,5.0,5.0,0.5941986441612244,0.5941986441612244,0.5187190771102905,0.5187190771102905,0.47016164660453796
453,453,453,3.2,What is the scope of global variables?,File scope.,The entire program,4.0,5.0,4.5,0.4358702898025513,0.4358702898025513,0.4681133329868317,0.4681133329868317,0.28979307413101196
