,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,t5_score_sowe,t5_score_mowe,t5_small_score_sowe,t5_small_score_mowe
642,642,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","define it as array[5] or array[1,2,3,4,5]",4.0,5.0,4.5,0.4950800836086273,0.4950801134109497,0.5646588802337646,0.5646589398384094
643,643,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",Static and dynamic.,2.0,3.0,2.5,0.5761682987213135,0.576168417930603,0.5496637225151062,0.5496637225151062
644,644,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",manually inside the brackets or automatically via an initializer list,5.0,5.0,5.0,0.6710946559906006,0.6710946559906006,0.6138157844543457,0.6138158440589905
645,645,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","You can use an initializer list, or simply tell the compiler how many elements you want in the array.  For an Initializer list:  int a[] = {10, 2, 3, -4, 5};  For an elemental declaration: int b[5];  Both arrays have 5 elements in them, but array a is already initialized.",5.0,5.0,5.0,0.7345817089080809,0.7345818281173706,0.7056773900985718,0.7056773900985718
646,646,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","In a string you can specify with the strlen(arrayname) command. This gets the length of the string. Another way is with integers where you initiate the size from the start, ex array[40] specifying a possible length of up to 40. Then it is passed by an object the actual ammout in the array. Another way is to declare it in an initializing program. ",4.0,5.0,4.5,0.7304306030273438,0.7304307818412781,0.7471106648445129,0.7471107244491577
647,647,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","Implicit, namely when you give it values, like {1,2,3,4,5,6,7,8,9}, at which the compiler will automatically give this a size. Static, during the declaration. ",5.0,5.0,5.0,0.6347317099571228,0.6347317695617676,0.6489225625991821,0.6489225625991821
648,648,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","Supply an integer inside the brackets or the compiler counts the number of elements in the initializer list. int n[5]; int n[] = { 1,2,3,4,5 }",5.0,5.0,5.0,0.6610187292098999,0.6610187292098999,0.6406754851341248,0.6406754851341248
649,649,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",either initializing the array with a specific length or initializing an array while declaring its contents.,5.0,5.0,5.0,0.6110765933990479,0.6110765933990479,0.6791728734970093,0.6791729927062988
650,650,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",within the brackets or by using an initializer list.,5.0,5.0,5.0,0.7921974658966064,0.792197585105896,0.793330192565918,0.7933303713798523
651,651,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",specify the number of elements in the array declaration with a constant or using a constant variable for future scalability,3.0,5.0,4.0,0.6417626142501831,0.6417625546455383,0.5843914151191711,0.5843914151191711
652,652,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",with a number and with a variable,3.0,3.0,3.0,0.26301804184913635,0.26301804184913635,0.4456617534160614,0.4456617534160614
653,653,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","explicitly, by declaring it in brackets (i.e. int array[50];) and implicitly, by initializing several values (i.e. int array[] = {1, 2, 3};)",5.0,5.0,5.0,0.6182667016983032,0.6182668209075928,0.6430919170379639,0.6430920362472534
654,654,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","one way of specifying of array is A[10] ; other way of specifying array is a[arraysize] = [1,2,3,4,5,6,7,8,9,10}",4.0,5.0,4.5,0.5271850824356079,0.5271852016448975,0.5477378368377686,0.5477378368377686
655,655,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",1-Initializing an array in a declaration with an initializer list 2-Specifying an arrays size with a constant variable,5.0,5.0,5.0,0.6455057859420776,0.6455057859420776,0.6765236854553223,0.6765238046646118
656,656,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","Initializing the size in the brackets: int a[100]; Initializing the length by assigning variables: int a[] = {1,2,3};",5.0,5.0,5.0,0.6797849535942078,0.6797850728034973,0.6604296565055847,0.6604297757148743
657,657,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",user defined value or by the number of elements in initializer list,5.0,5.0,5.0,0.5790999531745911,0.5791000127792358,0.6251165270805359,0.6251164674758911
658,658,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","you can assign the size of it inside the brackets when you declare the array [3], or you can have it set by how many items you set the array equal to {1,2,3}",5.0,5.0,5.0,0.6535365581512451,0.6535366177558899,0.6150137186050415,0.6150136590003967
659,659,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","use an arraylist, or have your program ask the array how many elements it has. As an obj it it should have member length that is the number of slots it has. ",3.0,5.0,4.0,0.7604759335517883,0.7604759931564331,0.7382358312606812,0.7382358312606812
660,660,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"strings that are used in an char array are much easier to manipulate than as a string object, because each character is stored separately rather than as a whole",1.0,4.0,2.5,0.6039662361145021,0.6039662957191467,0.5913736820220947,0.59137362241745
661,661,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the type string uses less storage and you have to change the string all at once. with an array of characters you can make permutations of words using the characters stored in the array, without needing to actually access and change the variables. with an array of characters you can just change how they're accessed.",1.0,5.0,3.0,0.6435698866844177,0.6435698866844177,0.5750707983970642,0.5750707983970642
662,662,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"Unlike in a string declared using type string, in a string declared using an array of characters the programmer must provide the null terminating character and must ensure the array is large enough to hold the string and null terminating character.",5.0,5.0,5.0,0.690488338470459,0.690488338470459,0.6703303456306458,0.6703303456306458
663,663,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"All strings represented by character arrays end with the null character. You declare an object of type string just like any other type, for example:  string s; ",5.0,5.0,5.0,0.7413193583488464,0.7413192391395569,0.700622022151947,0.7006219625473022
664,664,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"By using an array of characters, one can store and manipulate the strings rather than just having a type string variable.",1.0,4.0,2.5,0.7006142139434814,0.7006142735481262,0.6639886498451233,0.6639886498451233
665,665,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,type string is an array of chars that will make an array of single letter characters while an array of strings will be an actual array of words (or an array of char arrays),0.0,4.0,2.0,0.6117352247238159,0.6117352247238159,0.5914385318756104,0.5914384722709656
666,666,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"They're basically the same, however, a string ends w/ a null character, denoting the end of the string (and the size). A char array has potential to be any size, so it must be declared or limited.",2.0,5.0,3.5,0.6524859070777893,0.6524859666824341,0.6453636884689331,0.6453636288642883
667,667,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,string is a class in the standard library and has method that modify it. Whereas the char array is on able to be modifie by the user.,4.0,4.0,4.0,0.7146432399749756,0.7146432399749756,0.6234760880470276,0.6234760284423828
668,668,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"By using an array of characters, you are limited to the size of the array of characters.  By declaring by type the end of the string is acknowledged by white space.",3.0,4.0,3.5,0.7095632553100586,0.7095632553100586,0.6560037136077881,0.6560036540031433
669,669,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"The data class type string are designed to handle character data, and has many functions built into the class library to deal with them. An array of characters however is subject to all the same rules of any other array with no real additional functionality. Another difference is that the string class deals with the null character implicitly, unlike an array of characters, which must handle the null character explicitly. ",5.0,5.0,5.0,0.6790847182273865,0.6790846586227417,0.6793702840805054,0.6793702244758606
670,670,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,string declared used in an array of characters contains each character in the array and a special string-termination character called the null character versus the type string.,5.0,5.0,5.0,0.7124789953231812,0.7124790549278259,0.7628560066223145,0.762856125831604
671,671,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,A char array reads a string as each individual character. A string literal array reads the entire string.,2.0,4.0,3.0,0.6744906902313232,0.6744906306266785,0.6131095290184021,0.6131094694137573
672,672,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,array of characters can only hold as many characters as the array size and strings are not that limited.,4.0,4.0,4.0,0.6041828393936157,0.6041828989982605,0.5037321448326111,0.5037321448326111
673,673,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"Stings can only be modified by functions of the String class, an array of characters can be modified by the user",3.0,4.0,3.5,0.6502097249031067,0.6502096652984619,0.6459853053092957,0.6459853053092957
674,674,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"if by type string, the array contains an additional terminating null character",3.0,5.0,4.0,0.704334557056427,0.704334557056427,0.7657767534255981,0.7657767534255981
675,675,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,The array of characters has a null character \0 at the end of the array to signify the array's end.  The string does not have this.,5.0,5.0,5.0,0.8124287128448486,0.8124286532402039,0.740610659122467,0.7406105399131775
676,676,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,strings with type string are just that. Strings. They are not part of an array list at all where as one declared by an array is actually an array of characters able to be pointed and detected.,2.0,4.0,3.0,0.6356136202812195,0.6356135010719299,0.6469679474830627,0.6469680070877075
677,677,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the array of characters has a set length, while the type string has virtually unlimited length.",4.0,4.0,4.0,0.5692947506904602,0.569294810295105,0.6395895481109619,0.6395894289016724
678,678,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,Char array - Individual letters can be accessed directly with array subscript notation.  String array - array subscript will return the entire string.,1.0,3.0,2.0,0.6995546817779541,0.6995546817779541,0.6654791235923767,0.6654791831970215
679,679,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,array of characters need a termination character as well as size specification whether its explicit or implicit.,5.0,5.0,5.0,0.5988603830337524,0.5988603830337524,0.5959370136260986,0.5959370136260986
680,680,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,when using an array individual characters can be accessed and manipulated.,1.0,4.0,2.5,0.6391758918762207,0.6391758322715759,0.5503419637680054,0.5503419041633606
681,681,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,strings declared using an array of characters could result in data loss if character array not initialized large enough.,4.0,4.0,4.0,0.686052143573761,0.6860520839691162,0.6225342154502869,0.6225341558456421
682,682,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"an array is passed by reference therefore if an array of characters is changed, the memory is changed not just the variable",3.0,4.0,3.5,0.6572936773300171,0.6572936177253723,0.5686901211738586,0.5686901211738586
683,683,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the type string has several built-in functions not available when using a char array, but the individual characters in an array or more directly accessible than the characters in a string type string.",3.0,4.0,3.5,0.6235731244087219,0.6235731244087219,0.6480537056922913,0.6480537056922913
684,684,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"declaring a string, it includes white spaces but declaring a array of character does not include white spaces",0.0,3.0,1.5,0.6196023225784302,0.6196022629737854,0.5666676759719849,0.5666676759719849
685,685,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"an array of characters has one element a string doesnt have. it is the termination element, or ""null""",5.0,5.0,5.0,0.7867798209190369,0.7867798209190369,0.7182791829109192,0.718279242515564
686,686,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,Strings declared using the type string can vary in length. Strings declared using an array of characters can not extend past the array length.,4.0,4.0,4.0,0.6292275786399841,0.6292275786399841,0.5695023536682129,0.5695022940635681
687,687,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"cant modify individual characters of a type string array, character type array can modify individual characters",1.0,4.0,2.5,0.5986699461936951,0.5986698865890503,0.5892980098724365,0.5892979502677917
688,688,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the type string is a class and is safer, while the other is just an array of characters.",3.0,4.0,3.5,0.6400116682052612,0.6400116086006165,0.5405280590057373,0.5405279994010925
689,689,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"array  it is the collection of similar data types ex:int a[10]  ten indicates the size of array. [ ] is index of array, we can give only integer values to array of a.  where as string mean collection of group of characters.  string declarations have a datatype usually causes storage to be allocated in memory that is capable of holding some predetermined number of symbols.    However  Arrays can be declared to contain values of any non reference data type. Multiple arrarys of the same type ",1.0,4.0,2.5,0.5953821539878845,0.5953821539878845,0.5798114538192749,0.5798114538192749
690,690,4.3,How are arrays passed to functions?,by reference.,by reference only,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
691,691,4.3,How are arrays passed to functions?,by reference.,a reference pointer to an element in the array.,4.0,5.0,4.5,0.6613709926605225,0.6613709926605225,0.7451770901679993,0.7451770901679993
692,692,4.3,How are arrays passed to functions?,by reference.,Arrays are passed to functions by reference.,5.0,5.0,5.0,0.6793334484100342,0.6793334484100342,0.7724472880363464,0.7724472284317017
693,693,4.3,How are arrays passed to functions?,by reference.,#NAME?,5.0,5.0,5.0,0.31819096207618713,0.31819096207618713,0.39182376861572266,0.39182373881340027
694,694,4.3,How are arrays passed to functions?,by reference.,Arrays are passed by reference.,5.0,5.0,5.0,0.6793334484100342,0.6793334484100342,0.7724472880363464,0.7724472284317017
695,695,4.3,How are arrays passed to functions?,by reference.,"you must pass the array and its size to the function. Ex. function(array, size);",4.0,4.0,4.0,0.5482195615768433,0.5482195615768433,0.6343786716461182,0.6343787312507629
696,696,4.3,How are arrays passed to functions?,by reference.,"Usually the same way you pass anything else... you do not have to specify the length of a char array, just pass it to the function by sending the name of the array.  Example: char str[20]; isPalindrome(str); // this sends the char array to the function isPalindrome.  Otherwise, would need to send the length of the array as well.",3.0,4.0,3.5,0.4469447433948517,0.4469447135925293,0.5237473845481873,0.5237473845481873
697,697,4.3,How are arrays passed to functions?,by reference.,you pass a pointer to the first item and also pass the size.,4.0,3.0,3.5,0.5840145349502563,0.5840145349502563,0.627514660358429,0.6275145411491394
698,698,4.3,How are arrays passed to functions?,by reference.,By reference.,5.0,5.0,5.0,0.796269953250885,0.7962698936462402,0.7915256023406982,0.7915255427360535
699,699,4.3,How are arrays passed to functions?,by reference.,"In two parts, the array itself, and it's size, so that the function it's being passed to can avoid out of bounds errors.",4.0,4.0,4.0,0.5331952571868896,0.5331952571868896,0.5062371492385864,0.5062370896339417
700,700,4.3,How are arrays passed to functions?,by reference.,Specify array name without brackets. Array size is normally passed as another argument so the function can process the specific number of elements in the array. Arrays are passed by reference. Individual array elements passed by value. Functions that take arrays as arguments.,5.0,5.0,5.0,0.4906125366687775,0.4906125068664551,0.5067700147628784,0.5067699551582336
701,701,4.3,How are arrays passed to functions?,by reference.,Arrays are passed by reference.,5.0,5.0,5.0,0.6793334484100342,0.6793334484100342,0.7724472880363464,0.7724472284317017
702,702,4.3,How are arrays passed to functions?,by reference.,the same way but with [] at the declaration and the actual function.,3.0,3.0,3.0,0.587109386920929,0.5871093273162842,0.6202247738838196,0.6202247738838196
703,703,4.3,How are arrays passed to functions?,by reference.,specify the array name without brackets.,3.0,3.0,3.0,0.5224517583847046,0.5224516987800598,0.6076192855834961,0.6076192259788513
704,704,4.3,How are arrays passed to functions?,by reference.,by reference,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
705,705,4.3,How are arrays passed to functions?,by reference.,"You pass the name of the array to the function. So for: int bin [10]; you pass it to an array like so: jingle(bin); but jingle must be declared correctly in order to receive an array, either with prototype void jingle (int []); or with the definition in its initialization: void jingle (int array[]);  It's also worth noting that arrays are passed to function by reference, so as to not copy large arrays over and over and burn memory.  This gives the function complete control over the array however.",5.0,5.0,5.0,0.4312309622764587,0.4312309920787811,0.5158207416534424,0.5158207416534424
706,706,4.3,How are arrays passed to functions?,by reference.,They are called by the function then the function must loop through the array to get the set of characters.,1.0,3.0,2.0,0.4675732553005218,0.4675732553005218,0.5046771764755249,0.5046771764755249
707,707,4.3,How are arrays passed to functions?,by reference.,"by reference by default, unless you specify const, at which the later will make the array unmodifiable.",5.0,5.0,5.0,0.5382201671600342,0.538220226764679,0.6042493581771851,0.6042494177818298
708,708,4.3,How are arrays passed to functions?,by reference.,"The function recieves both the array and the array size as parameters. function(arrayName, arraySize)",4.0,4.0,4.0,0.4956299066543579,0.4956298768520355,0.49180757999420166,0.4918075501918793
709,709,4.3,How are arrays passed to functions?,by reference.,specifying array name and passing as reference in an argument into the function,5.0,5.0,5.0,0.4278986155986786,0.42789867520332336,0.5224359631538391,0.5224360823631287
710,710,4.3,How are arrays passed to functions?,by reference.,1st you must specify the array name without brackets and then the array name and size are passed as two arguments in the function call.,4.0,4.0,4.0,0.4650942981243134,0.4650942981243134,0.49424871802330017,0.49424871802330017
711,711,4.3,How are arrays passed to functions?,by reference.,"arrays are passed by reference, passing the starting address of array. programmer specifies the array name without brackets and passes the array size as another argument so the function can process the specific number of elements in the array",5.0,5.0,5.0,0.4688308835029602,0.4688308835029602,0.5192713737487793,0.5192713737487793
712,712,4.3,How are arrays passed to functions?,by reference.,by reference only,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
713,713,4.3,How are arrays passed to functions?,by reference.,by reference,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
714,714,4.3,How are arrays passed to functions?,by reference.,by reference,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
715,715,4.3,How are arrays passed to functions?,by reference.,by refrence,5.0,5.0,5.0,0.4883860051631928,0.4883860051631928,0.4921937882900238,0.4921937882900238
716,716,4.3,How are arrays passed to functions?,by reference.,"function( int [], int length)",4.0,4.0,4.0,0.4868266880512238,0.4868267178535461,0.5329175591468811,0.5329174995422363
717,717,4.3,How are arrays passed to functions?,by reference.,by reference,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
718,718,4.3,How are arrays passed to functions?,by reference.,by reference,5.0,5.0,5.0,0.5548825860023499,0.5548825860023499,0.7069838047027588,0.7069838047027588
719,719,4.3,How are arrays passed to functions?,by reference.,"The function reads the variables, stores them. then returns the what ever the variable reads. The function then prints the content of the array. ",1.0,4.0,2.5,0.5079525113105774,0.5079525113105774,0.5165868997573853,0.5165868997573853
720,720,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",a static array will store the new values that were assigned to each of its elements. meaning if you call a function twice it will use the last values that were returned the first time.  if you don't declare it static then the new values will not be stored and will be reset to their original value,5.0,5.0,5.0,0.7547119855880737,0.7547121047973633,0.6603614091873169,0.6603614091873169
721,721,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",a static array can only be referenced not accessed. Also static arrays can be used without creating an object.,3.0,5.0,4.0,0.7478874325752258,0.7478874921798706,0.7093483209609985,0.7093483209609985
722,722,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",An array declared as static is not created and and initialized each time the function and it is also not destroyed when the function terminates.,5.0,5.0,5.0,0.8700920939445496,0.8700921535491943,0.7829854488372803,0.782985508441925
723,723,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A program intializes static local arrays when their declarations are first encountered.  If a static array is not initialized explicityly by the programmer, earch element of that array is intialized to zero by the compiler when the array is created.  Non-static array members cannot be initialized at all in C++.",3.0,5.0,4.0,0.8021336793899536,0.8021336793899536,0.7632202506065369,0.7632201910018921
724,724,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",Arrays that are static remain the same size throughout the program execution.,3.0,5.0,4.0,0.7396147847175598,0.7396146655082703,0.7028247117996216,0.7028247117996216
725,725,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","a static array will only be initilized once, a non static array will be re-initilized once the program reaches the initilization line again.",5.0,5.0,5.0,0.6900952458381653,0.6900953054428101,0.6333723664283752,0.6333723664283752
726,726,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",An array declared as static is available from beginning of program to end. One w/o static declaration disappears if it is not accessed within the right scope.,4.0,5.0,4.5,0.8086576461791992,0.8086575269699097,0.7291127443313599,0.7291126847267151
727,727,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",a static array has pre-runtime size and that size cannot be changed. A dynamic array gets its size at runtime.,1.0,5.0,3.0,0.7798510789871216,0.7798510193824768,0.6774089932441711,0.6774089932441711
728,728,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","If an array is declared as static, it is not created each time the array is called.",5.0,5.0,5.0,0.7444685101509094,0.7444684505462646,0.6417608261108398,0.6417608261108398
729,729,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","An array that is not declared as static will re-initialize every time the function declaring it is called. A static array will initialize only once, at the declaration, and will store the values in it's elements throughout the duration of the program, even if the same function is called multiple times, a static array will only initialize once.",5.0,5.0,5.0,0.8371970653533936,0.8371970653533936,0.7859621644020081,0.7859621047973633
730,730,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","All elements are initialized to zero if not explicitly initialized, this does not happen for automatic local arrays  ",4.0,5.0,4.5,0.7297552227973938,0.7297552227973938,0.6989963054656982,0.6989963054656982
731,731,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","All elements are initialized to zero if not explicitly initialized for a static array, while a non-static array is not initialized to zero.",4.0,5.0,4.5,0.7275400757789612,0.727540135383606,0.6578239798545837,0.6578239798545837
732,732,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",static cannot be changed,1.0,5.0,3.0,0.3959238827228546,0.3959238529205322,0.329048752784729,0.3290487825870514
733,733,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A static array has a set size that cannot change. The data may not need all of the space assigned, or could go beyond the size.",3.0,5.0,4.0,0.7334436774253845,0.7334437370300293,0.6545507907867432,0.6545507311820984
734,734,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A static member prevents naming conflicts (not put into global namespace) while allowing for information hiding (private, public).",1.0,5.0,3.0,0.720702052116394,0.7207021117210388,0.6955606341362,0.6955605149269104
735,735,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",A static local array exists for the duration of the program and its elements are initialized to 0 if not explicitly initialized. So a static local array's elements will still be the same when called later unless specifically initialized to something else.  This doesn't happen for automatic arrays.,5.0,5.0,5.0,0.7945957779884338,0.7945958971977234,0.7333683371543884,0.7333683967590332
736,736,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","Static arrays are those with a declared size, that is known to the program, whereas non-static arrays leave the size undeclared and open so it can be assigned later. Usually used for input purposes. ",1.0,5.0,3.0,0.705180823802948,0.7051808834075928,0.7522614598274231,0.7522614002227783
737,737,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","static arrays keep the values after the end of a function, while non static reinitialize every time.",5.0,5.0,5.0,0.7703732252120972,0.7703732848167419,0.727425754070282,0.7274256944656372
738,738,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","Static arrays are created and initialized only once, and the values aren't destroyed  when the function terminates in the program. Automatic arrays reset everytime the function is called.",5.0,5.0,5.0,0.7856990694999695,0.7856990694999695,0.8103313446044922,0.8103313446044922
739,739,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","its not created and initialized each time program calls the function, and is not destroyed every time the function ends in the program.",5.0,5.0,5.0,0.7813066244125366,0.7813065648078918,0.7366644144058228,0.7366644144058228
740,740,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","When we declare it static the array is not destroyed after the function is over.  When an array is not declared as static, the array is created and initialized every time a function calls it.",5.0,5.0,5.0,0.7852030396461487,0.7852030992507935,0.7901041507720947,0.79010409116745
741,741,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",the static array exists for the duration of the program,4.0,5.0,4.5,0.5706806182861328,0.5706804990768433,0.5298078060150146,0.5298078060150146
742,742,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",an array declared as static can only be declared once,2.0,5.0,3.5,0.06386055797338486,0.06386056542396545,0.2530088424682617,0.2530088722705841
743,743,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A static array exists in memory until the program terminates, whereas an automatic (or normal) array is removed when the function that created it terminates",5.0,5.0,5.0,0.7394046187400818,0.7394046783447266,0.7245393991470337,0.7245393991470337
744,744,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",not answered,0.0,0.0,0.0,0.3385434150695801,0.3385434150695801,0.4339312016963959,0.4339311718940735
